"statecode","countycode","v178_rawvalue"
"38","099",0.656
"38","101",0.659
"38","103",0.608
"38","105",0.492
"39","000",NA
"39","001",0.59
"39","003",0.697
"39","005",0.743
"39","007",0.622
"39","009",0.598
"39","011",0.768
"39","013",0.642
"39","015",0.66
"39","017",0.721
"39","019",0.638
"39","021",0.724
"39","023",0.691
"39","025",0.749
"39","027",0.696
"39","029",0.68
"39","031",0.665
"39","033",0.702
"39","035",0.663
"39","037",0.736
"39","039",0.74
"39","041",0.775
"39","043",0.669
"39","045",0.736
"39","047",0.685
"39","049",0.665
"39","051",0.764
"39","053",0.595
"39","055",0.788
"39","057",0.755
"39","059",0.614
"39","061",0.669
"39","063",0.737
"39","065",0.666
"39","067",0.534
"39","069",0.691
"39","071",0.638
"39","073",0.585
"39","075",0.696
"39","077",0.706
"39","079",0.621
"39","081",0.62
"39","083",0.704
"39","085",0.783
"39","087",0.597
"39","089",0.728
"39","091",0.627
"39","093",0.743
"39","095",0.657
"39","097",0.735
"39","099",0.682
"39","101",0.673
"39","103",0.809
"39","105",0.574
"39","107",0.746
"39","109",0.762
"39","111",0.551
"39","113",0.682
"39","115",0.544
"39","117",0.667
"39","119",0.683
"39","121",0.596
"39","123",0.537
"39","125",0.673
"39","127",0.644
"39","129",0.709
"39","131",0.579
"39","133",0.72
"39","135",0.704
"39","137",0.748
"39","139",0.703
"39","141",0.657
"39","143",0.724
"39","145",0.594
"39","147",0.714
"39","149",0.736
"39","151",0.74
"39","153",0.734
"39","155",0.703
"39","157",0.716
"39","159",0.764
"39","161",0.72
"39","163",0.542
"39","165",0.778
"39","167",0.659
"39","169",0.758
"39","171",0.717
"39","173",0.727
"39","175",0.731
"40","000",NA
"40","001",0.395
"40","003",0.462
"40","005",0.478
"40","007",0.389
"40","009",0.478
"40","011",0.414
"40","013",0.539
"40","015",0.391
"40","017",0.7
"40","019",0.569
"40","021",0.517
"40","023",0.45
"40","025",0.336
"40","027",0.693
"40","029",0.429
"40","031",0.579
"40","033",0.461
"40","035",0.521
"40","037",0.59
"40","039",0.543
"40","041",0.427
"40","043",0.404
"40","045",0.377
"40","047",0.645
"40","049",0.493
"40","051",0.6
"40","053",0.49
"40","055",0.459
"40","057",0.47
"40","059",0.416
"40","061",0.467
"40","063",0.462
"40","065",0.548
"40","067",0.387
"40","069",0.464
"40","071",0.627
"40","073",0.541
"40","075",0.475
"40","077",0.434
"40","079",0.516
"40","081",0.539
"40","083",0.639
"40","085",0.439
"40","087",0.62
"40","089",0.43
"40","091",0.308
"40","093",0.544
"40","095",0.319
"40","097",0.501
"40","099",0.496
"40","101",0.547
"40","103",0.594
"40","105",0.509
"40","107",0.404
"40","109",0.647
"40","111",0.538
"40","113",0.492
"40","115",0.541
"40","117",0.46
"40","119",0.585
"40","121",0.395
"40","123",0.558
"40","125",0.624
"40","127",0.368
"40","129",0.414
"40","131",0.68
"40","133",0.499
"40","135",0.456
"40","137",0.574
"40","139",0.49
"40","141",0.458
"40","143",0.658
"40","145",0.664
"40","147",0.663
"40","149",0.504
"40","151",0.539
"40","153",0.518
"41","000",NA
"41","001",0.552
"41","003",0.706
"41","005",0.74
"41","007",0.565
"41","009",0.66
"41","011",0.617
"41","013",0.637
"41","015",0.535
"41","017",0.617
"41","019",0.576
"41","021",0.297
"41","023",0.408
"41","025",0.481
"41","027",0.57
"41","029",0.686
"41","031",0.538
"41","033",0.618
"41","035",0.572
"41","037",0.424
"41","039",0.703
"41","041",0.472
"41","043",0.699
"41","045",0.599
"41","047",0.685
"41","049",0.468
"41","051",0.715
"41","053",0.722
"41","055",0.47
"41","057",0.428
"41","059",0.553
"41","061",0.648
"41","063",0.477
"41","065",0.562
"41","067",0.76
"41","069",0.295
"41","071",0.696
"42","000",NA
"42","001",0.753
"42","003",0.709
"42","005",0.658
"42","007",0.711
"42","009",0.657
"42","011",0.732
"42","013",0.704
"42","015",0.596
"42","017",0.775
"42","019",0.749
"42","021",0.682
"42","023",0.404
"42","025",0.612
"42","027",0.644
"42","029",0.756
"42","031",0.577
"42","033",0.613
"42","035",0.587
"42","037",0.638
"42","039",0.612
"42","041",0.746
"42","043",0.675
"42","045",0.717
"42","047",0.635
"42","049",0.721
"42","051",0.628
"42","053",0.191
"42","055",0.736
"42","057",0.657
"42","059",0.609
"42","061",0.582
"42","063",0.64
"42","065",0.6
"42","067",0.649
"42","069",0.646
"42","071",0.759
"42","073",0.697
"42","075",0.735
"42","077",0.744
"42","079",0.646
"42","081",0.657
"42","083",0.621
"42","085",0.695
"42","087",0.658
"42","089",0.551
"42","091",0.753
"42","093",0.607
"42","095",0.751
"42","097",0.648
"42","099",0.684
"42","101",0.551
"42","103",0.426
"42","105",0.407
"42","107",0.64
"42","109",0.721
"42","111",0.643
"42","113",0.316
"42","115",0.482
"42","117",0.551
"42","119",0.7
"42","121",0.633
"42","123",0.575
"42","125",0.7
"42","127",0.467
"42","129",0.719
"42","131",0.547
"42","133",0.748
"44","000",NA
"44","001",0.72
"44","003",0.727
"44","005",0.652
"44","007",0.619
"44","009",0.645
"45","000",NA
"45","001",0.589
"45","003",0.599
"45","005",0.383
"45","007",0.664
"45","009",0.477
"45","011",0.524
"45","013",0.513
"45","015",0.641
"45","017",0.563
"45","019",0.612
"45","021",0.603
"45","023",0.582
"45","025",0.517
"45","027",0.452
"45","029",0.512
"45","031",0.521
"45","033",0.446
"45","035",0.671
"45","037",0.559
"45","039",0.485
"45","041",0.591
"45","043",0.483
"45","045",0.665
"45","047",0.623
"45","049",0.403
"45","051",0.492
"45","053",0.474
"45","055",0.641
"45","057",0.671
"45","059",0.568
"45","061",0.502
"45","063",0.662
"45","065",0.527
"45","067",0.532
"45","069",0.53
"45","071",0.523
"45","073",0.588
"45","075",0.506
"45","077",0.618
"45","079",0.61
"45","081",0.486
"45","083",0.648
"45","085",0.597
"45","087",0.58
"45","089",0.459
"45","091",0.693
"46","000",NA
"46","003",0.551
"46","005",0.662
"46","007",0.353
"46","009",0.618
"46","011",0.68
"46","013",0.681
"46","015",0.58
"46","017",0.336
"46","019",0.617
"46","021",0.49
"46","023",0.483
"46","025",0.659
"46","027",0.657
"46","029",0.714
"46","031",0.387
"46","033",0.593
"46","035",0.701
"46","037",0.484
"46","039",0.641
"46","041",0.335
"46","043",0.648
"46","045",0.584
"46","047",0.562
"46","049",0.503
"46","051",0.707
"46","053",0.534
"46","055",0.516
"46","057",0.619
"46","059",0.545
"46","061",0.676
"46","063",0.553
"46","065",0.719
"46","067",0.658
"46","069",0.576
"46","071",0.35
"46","073",0.504
"46","075",0.449
"46","077",0.585
"46","079",0.654
"46","081",0.625
"46","083",0.766
"46","085",0.414
"46","087",0.69
"46","089",0.479
"46","091",0.473
"46","093",0.619
"46","095",0.341
"46","097",0.581
"46","099",0.743
"46","101",0.655
"46","102",0.202
"46","103",0.706
"46","105",0.514
"46","107",0.47
"46","109",0.482
"46","111",0.561
"46","115",0.619
"46","117",0.586
"46","119",0.48
"46","121",0.264
"46","123",0.507
"46","125",0.661
"46","127",0.723
"46","129",0.553
"46","135",0.715
"46","137",0.263
"47","000",NA
"47","001",0.692
"47","003",0.658
"47","005",0.574
"47","007",0.441
"47","009",0.705
"47","011",0.681
"47","013",0.529
"47","015",0.617
"47","017",0.617
"47","019",0.645
"47","021",0.697
"47","023",0.652
"47","025",0.575
"47","027",0.46
"47","029",0.594
"47","031",0.683
"47","033",0.565
"47","035",0.615
"47","037",0.621
"47","039",0.487
"47","041",0.522
"47","043",0.699
"47","045",0.651
"47","047",0.7
"47","049",0.474
"47","051",0.663
"47","053",0.646
"47","055",0.657
"47","057",0.587
"47","059",0.665
"47","061",0.479
"47","063",0.666
"47","065",0.666
"47","067",0.488
"47","069",0.474
"47","071",0.484
"47","073",0.643
"47","075",0.579
"47","077",0.616
"47","079",0.589
"47","081",0.613
"47","083",0.534
"47","085",0.548
"47","087",0.556
"47","089",0.634
"47","091",0.594
"47","093",0.699
"47","095",0.503
"47","097",0.524
"47","099",0.663
"47","101",0.584
"47","103",0.66
"47","105",0.724
"47","107",0.572
"47","109",0.425
"47","111",0.559
"47","113",0.662
"47","115",0.528
"47","117",0.697
"47","119",0.663
"47","121",0.5
"47","123",0.626
"47","125",0.659
"47","127",0.658
"47","129",0.578
"47","131",0.647
"47","133",0.561
"47","135",0.414
"47","137",0.439
"47","139",0.436
"47","141",0.683
"47","143",0.532
"47","145",0.63
"47","147",0.692
"47","149",0.681
"47","151",0.565
"47","153",0.549
"47","155",0.466
"47","157",0.619
"47","159",0.585
"47","161",0.621
"47","163",0.666
"47","165",0.715
"47","167",0.695
"47","169",0.502
"47","171",0.658
"47","173",0.58
"47","175",0.586
"47","177",0.622
"47","179",0.689
"47","181",0.551
"47","183",0.636
"47","185",0.608
"47","187",0.771
"47","189",0.723
"48","000",NA
"48","001",0.517
"48","003",0.536
"48","005",0.548
"48","007",0.387
"48","009",0.569
"48","011",0.549
"48","013",0.441
"48","015",0.568
"48","017",0.475
"48","019",0.463
"48","021",0.552
"48","023",0.398
"48","025",0.46
"48","027",0.613
"48","029",0.651
"48","031",0.503
"48","033",0.338
"48","035",0.498
"48","037",0.576
"48","039",0.62
"48","041",0.573
"48","043",0.352
"48","045",0.413
"48","047",0.379
"48","049",0.517
"48","051",0.436
"48","053",0.582
"48","055",0.557
"48","057",0.365
"48","059",0.545
"48","061",0.507
"48","063",0.49
"48","065",0.54
"48","067",0.51
"48","069",0.424
"48","071",0.534
"48","073",0.501
"48","075",0.515
"48","077",0.579
"48","079",0.449
"48","081",0.314
"48","083",0.418
"48","085",0.706
"48","087",0.464
"48","089",0.526
"48","091",0.656
"48","093",0.48
"48","095",0.31
"48","097",0.612
"48","099",0.595
"48","101",0.343
"48","103",0.51
"48","105",0.302
"48","107",0.407
"48","109",0.289
"48","111",0.428
"48","113",0.621
"48","115",0.498
"48","117",0.527
"48","119",0.518
"48","121",0.684
"48","123",0.51
"48","125",0.4
"48","127",0.317
"48","129",0.373
"48","131",0.287
"48","133",0.439
"48","135",0.509
"48","137",0.184
"48","139",0.688
"48","141",0.64
"48","143",0.488
"48","145",0.458
"48","147",0.564
"48","149",0.527
"48","151",0.454
"48","153",0.451
"48","155",0.318
"48","157",0.715
"48","159",0.46
"48","161",0.438
"48","163",0.4
"48","165",0.433
"48","167",0.587
"48","169",0.411
"48","171",0.573
"48","173",0.351
"48","175",0.482
"48","177",0.432
"48","179",0.531
"48","181",0.622
"48","183",0.608
"48","185",0.475
"48","187",0.688
"48","189",0.51
"48","191",0.41
"48","193",0.497
"48","195",0.51
"48","197",0.402
"48","199",0.563
"48","201",0.611
"48","203",0.562
"48","205",0.577
"48","207",0.411
"48","209",0.59
"48","211",0.412
"48","213",0.53
"48","215",0.523
"48","217",0.545
"48","219",0.551
"48","221",0.653
"48","223",0.588
"48","225",0.431
"48","227",0.509
"48","229",0.223
"48","231",0.589
"48","233",0.509
"48","235",0.401
"48","237",0.492
"48","239",0.473
"48","241",0.407
"48","243",0.298
"48","245",0.569
"48","247",0.354
"48","249",0.445
"48","251",0.685
"48","253",0.507
"48","255",0.374
"48","257",0.651
"48","259",0.663
"48","261",0.299
"48","263",0.443
"48","265",0.614
"48","267",0.356
"48","269",0.401
"48","271",0.298
"48","273",0.482
"48","275",0.388
"48","277",0.576
"48","279",0.439
"48","281",0.594
"48","283",0.267
"48","285",0.531
"48","287",0.519
"48","289",0.341
"48","291",0.466
"48","293",0.463
"48","295",0.406
"48","297",0.295
"48","299",0.466
"48","301",0.923
"48","303",0.612
"48","305",0.44
"48","307",0.455
"48","309",0.599
"48","311",0.305
"48","313",0.44
"48","315",0.43
"48","317",0.343
"48","319",0.421
"48","321",0.391
"48","323",0.501
"48","325",0.506
"48","327",0.296
"48","329",0.557
"48","331",0.451
"48","333",0.418
"48","335",0.416
"48","337",0.529
"48","339",0.649
"48","341",0.5
"48","343",0.452
"48","345",0.445
"48","347",0.518
"48","349",0.539
"48","351",0.348
"48","353",0.522
"48","355",0.55
"48","357",0.523
"48","359",0.501
"48","361",0.537
"48","363",0.473
"48","365",0.495
"48","367",0.68
"48","369",0.465
"48","371",0.442
"48","373",0.436
"48","375",0.574
"48","377",0.289
"48","379",0.503
"48","381",0.685
"48","383",0.433
"48","385",0.206
"48","387",0.479
"48","389",0.396
"48","391",0.402
"48","393",0.486
"48","395",0.439
"48","397",0.72
"48","399",0.505
"48","401",0.512
"48","403",0.294
"48","405",0.308
"48","407",0.414
"48","409",0.504
"48","411",0.426
"48","413",0.33
"48","415",0.545
"48","417",0.44
"48","419",0.434
"48","421",0.464
"48","423",0.612
"48","425",0.509
"48","427",0.46
"48","429",0.459
"48","431",0.312
"48","433",0.317
"48","435",0.342
"48","437",0.503
"48","439",0.668
"48","441",0.594
"48","443",0.28
"48","445",0.495
"48","447",0.358
"48","449",0.545
"48","451",0.646
"48","453",0.644
"48","455",0.348
"48","457",0.369
"48","459",0.56
"48","461",0.344
"48","463",0.398
"48","465",0.523
"48","467",0.559
"48","469",0.594
"48","471",0.46
"48","473",0.505
"48","475",0.448
"48","477",0.595
"48","479",0.51
"48","481",0.545
"48","483",0.424
"48","485",0.634
"48","487",0.548
"48","489",0.414
"48","491",0.694
"48","493",0.625
"48","495",0.46
"48","497",0.6
"48","499",0.555
"48","501",0.466
"48","503",0.571
"48","505",0.239
"48","507",0.348
"49","000",NA
"49","001",0.44
"49","003",0.72
"49","005",0.741
"49","007",0.6
"49","009",0.219
"49","011",0.785
"49","013",0.331
"49","015",0.441
"49","017",0.262
"49","019",0.515
"49","021",0.612
"49","023",0.65
"49","025",0.325
"49","027",0.551
"49","029",0.781
"49","031",0.304
"49","033",0.124
"49","035",0.721
"49","037",0.363
"49","039",0.522
"49","041",0.585
"49","043",0.417
"49","045",0.692
"49","047",0.576
"49","049",0.739
"49","051",0.58
"49","053",0.654
"49","055",0.34
"49","057",0.704
"50","000",NA
"50","001",0.655
"50","003",0.543
"50","005",0.535
"50","007",0.735
"50","009",0.378
"50","011",0.647
"50","013",0.453
"50","015",0.549
"50","017",0.57
"50","019",0.479
"50","021",0.561
"50","023",0.619
"50","025",0.495
"50","027",0.543
"51","000",NA
"51","001",0.389
"51","003",0.7
"51","005",0.61
"51","007",0.693
"51","009",0.679
"51","011",0.647
"51","013",0.735
"51","015",0.718
"51","017",0.404
"51","019",0.709
"51","021",0.522
"51","023",0.733
"51","025",0.536
"51","027",0.454
"51","029",0.557
"51","031",0.676
"51","033",0.69
"51","035",0.575
"51","036",0.67
"51","037",0.553
"51","041",0.752
"51","043",0.697
"51","045",0.575
"51","047",0.742
"51","049",0.605
"51","051",0.476
"51","053",0.677
"51","057",0.504
"51","059",0.776
"51","061",0.743
"51","063",0.629
"51","065",0.767
"51","067",0.616
"51","069",0.76
"51","071",0.607
"51","073",0.698
"51","075",0.68
"51","077",0.553
"51","079",0.686
"51","081",0.588
"51","083",0.589
"51","085",0.784
"51","087",0.737
"51","089",0.628
"51","091",0.467
"51","093",0.727
"51","095",0.779
"51","097",0.552
"51","099",0.702
"51","101",0.664
"51","103",0.52
"51","105",0.431
"51","107",0.798
"51","109",0.673
"51","111",0.544
"51","113",0.653
"51","115",0.455
"51","117",0.496
"51","119",0.461
"51","121",0.674
"51","125",0.488
"51","127",0.706
"51","131",0.439
"51","133",0.484
"51","135",0.584
"51","137",0.695
"51","139",0.629
"51","141",0.552
"51","143",0.639
"51","145",0.793
"51","147",0.556
"51","149",0.701
"51","153",0.743
"51","155",0.618
"51","157",0.619
"51","159",0.548
"51","161",0.786
"51","163",0.645
"51","165",0.699
"51","167",0.525
"51","169",0.546
"51","171",0.628
"51","173",0.603
"51","175",0.576
"51","177",0.736
"51","179",0.779
"51","181",0.615
"51","183",0.532
"51","185",0.54
"51","187",0.705
"51","191",0.674
"51","193",0.558
"51","195",0.512
"51","197",0.644
"51","199",0.733
"51","510",0.725
"51","520",0.653
"51","530",0.69
"51","540",0.671
"51","550",0.732
"51","570",0.706
"51","580",0.626
"51","590",0.581
"51","595",0.591
"51","600",0.773
"51","610",0.791
"51","620",0.64
"51","630",0.673
"51","640",0.629
"51","650",0.679
"51","660",0.635
"51","670",0.607
"51","678",0.662
"51","680",0.661
"51","683",0.719
"51","685",0.732
"51","690",0.588
"51","700",0.651
"51","710",0.619
"51","720",0.604
"51","730",0.489
"51","735",0.827
"51","740",0.645
"51","750",0.59
"51","760",0.607
"51","770",0.65
"51","775",0.742
"51","790",0.704
"51","800",0.654
"51","810",0.725
"51","820",0.715
"51","830",0.642
"51","840",0.677
"53","000",NA
"53","001",0.532
"53","003",0.704
"53","005",0.736
"53","007",0.564
"53","009",0.699
"53","011",0.748
"53","013",0.582
"53","015",0.701
"53","017",0.62
"53","019",0.415
"53","021",0.664
"53","023",0.587
"53","025",0.547
"53","027",0.586
"53","029",0.691
"53","031",0.654
"53","033",0.741
"53","035",0.728
"53","037",0.546
"53","039",0.504
"53","041",0.629
"53","043",0.522
"53","045",0.549
"53","047",0.428
"53","049",0.419
"53","051",0.42
"53","053",0.709
"53","055",0.452
"53","057",0.654
"53","059",0.482
"53","061",0.736
"53","063",0.728
"53","065",0.54
"53","067",0.734
"53","069",0.542
"53","071",0.697
"53","073",0.709
"53","075",0.597
"53","077",0.644
"54","000",NA
"54","001",0.478
"54","003",0.698
"54","005",0.506
"54","007",0.486
"54","009",0.615
"54","011",0.579
"54","013",0.452
"54","015",0.449
"54","017",0.448
"54","019",0.471
"54","021",0.505
"54","023",0.507
"54","025",0.492
"54","027",0.413
"54","029",0.674
"54","031",0.471
"54","033",0.578
"54","035",0.579
"54","037",0.725
"54","039",0.615
"54","041",0.622
"54","043",0.43
"54","045",0.364
"54","047",0.272
"54","049",0.59
"54","051",0.623
"54","053",0.546
"54","055",0.517
"54","057",0.617
"54","059",0.3
"54","061",0.581
"54","063",0.385
"54","065",0.542
"54","067",0.522
"54","069",0.622
"54","071",0.345
"54","073",0.623
"54","075",0.255
"54","077",0.597
"54","079",0.614
"54","081",0.562
"54","083",0.485
"54","085",0.424
"54","087",0.565
"54","089",0.356
"54","091",0.607
"54","093",0.41
"54","095",0.475
"54","097",0.584
"54","099",0.53
"54","101",0.45
"54","103",0.502
"54","105",0.398
"54","107",0.69
"54","109",0.397
"55","000",NA
"55","001",0.457
"55","003",0.534
"55","005",0.67
"55","007",0.407
"55","009",0.778
"55","011",0.687
"55","013",0.432
"55","015",0.825
"55","017",0.762
"55","019",0.672
"55","021",0.742
"55","023",0.612
"55","025",0.759
"55","027",0.772
"55","029",0.536
"55","031",0.653
"55","033",0.729
"55","035",0.785
"55","037",0.372
"55","039",0.77
"55","041",0.375
"55","043",0.712
"55","045",0.739
"55","047",0.645
"55","049",0.763
"55","051",0.42
"55","053",0.642
"55","055",0.772
"55","057",0.57
"55","059",0.732
"55","061",0.764
"55","063",0.719
"55","065",0.745
"55","067",0.58
"55","069",0.627
"55","071",0.777
"55","073",0.776
"55","075",0.52
"55","077",0.572
"55","078",0.376
"55","079",0.674
"55","081",0.69
"55","083",0.594
"55","085",0.492
"55","087",0.808
"55","089",0.832
"55","091",0.706
"55","093",0.736
"55","095",0.632
"55","097",0.772
"55","099",0.495
"55","101",0.753
"55","103",0.645
"55","105",0.761
"55","107",0.56
"55","109",0.808
"55","111",0.713
"55","113",0.387
"55","115",0.688
"55","117",0.785
"55","119",0.663
"55","121",0.702
"55","123",0.636
"55","125",0.344
"55","127",0.655
"55","129",0.498
"55","131",0.834
"55","133",0.83
"55","135",0.709
"55","137",0.552
"55","139",0.789
"55","141",0.778
"56","000",NA
"56","001",0.61
"56","003",0.573
"56","005",0.604
"56","007",0.44
"56","009",0.564
"56","011",0.5
"56","013",0.54
"56","015",0.59
"56","017",0.564
"56","019",0.613
"56","021",0.701
"56","023",0.49
"56","025",0.64
"56","027",0.456
"56","029",0.659
"56","031",0.57
"56","033",0.673
"56","035",0.406
"56","037",0.62
"56","039",0.412
"56","041",0.579
"56","043",0.624
"56","045",0.553
