"","statecode","countycode","v124_rawvalue"
"1484","29","097",0
"1485","29","099",1
"1486","29","101",0
"1487","29","103",0
"1488","29","105",0
"1489","29","107",1
"1490","29","109",1
"1491","29","111",0
"1492","29","113",1
"1493","29","115",0
"1494","29","117",1
"1495","29","121",0
"1496","29","123",0
"1497","29","125",0
"1498","29","127",0
"1499","29","119",0
"1500","29","129",1
"1501","29","131",1
"1502","29","133",1
"1503","29","000",NA
"1504","29","135",1
"1505","29","137",1
"1506","29","139",1
"1507","29","141",1
"1508","29","143",0
"1509","29","145",0
"1510","29","147",1
"1511","29","149",0
"1512","29","151",0
"1513","29","153",1
"1514","29","155",0
"1515","29","157",0
"1516","29","159",1
"1517","29","161",1
"1518","29","163",1
"1519","29","165",0
"1520","29","167",0
"1521","29","169",0
"1522","29","171",0
"1523","29","173",0
"1524","29","175",0
"1525","29","177",0
"1526","29","179",0
"1527","29","181",1
"1528","29","195",1
"1529","29","197",0
"1530","29","199",1
"1531","29","201",1
"1532","29","203",0
"1533","29","205",1
"1534","29","183",0
"1535","29","185",0
"1536","29","186",1
"1537","29","187",1
"1538","29","189",0
"1539","29","510",0
"1540","29","207",0
"1541","29","209",1
"1542","29","211",0
"1543","29","213",1
"1544","29","215",1
"1545","29","217",0
"1546","29","219",1
"1547","29","221",0
"1548","29","223",0
"1549","29","225",1
"1550","29","227",0
"1551","29","229",0
"1552","28","001",0
"1553","28","003",0
"1554","28","005",0
"1555","28","007",0
"1556","28","009",1
"1557","28","011",1
"1558","28","013",1
"1559","28","015",0
"1560","28","017",1
"1561","28","019",1
"1562","28","021",1
"1563","28","023",0
"1564","28","025",1
"1565","28","027",1
"1566","28","029",1
"1567","28","031",1
"1568","28","033",1
"1569","28","035",1
"1570","28","037",1
"1571","28","039",0
"1572","28","041",1
"1573","28","043",0
"1574","28","045",1
"1575","28","047",1
"1576","28","049",1
"1577","28","051",1
"1578","28","053",1
"1579","28","055",1
"1580","28","057",1
"1581","28","059",1
"1582","28","061",1
"1583","28","063",0
"1584","28","065",1
"1585","28","067",1
"1586","28","069",1
"1587","28","071",1
"1588","28","073",1
"1589","28","075",1
"1590","28","077",1
"1591","28","079",1
"1592","28","081",1
"1593","28","083",1
"1594","28","085",1
"1595","28","087",1
"1596","28","089",1
"1597","28","091",1
"1598","28","093",0
"1599","28","000",NA
"1600","28","095",1
"1601","28","097",1
"1602","28","099",0
"1603","28","101",1
"1604","28","103",1
"1605","28","105",1
"1606","28","107",1
"1607","28","109",1
"1608","28","111",1
"1609","28","113",1
"1610","28","115",1
"1611","28","117",1
"1612","28","119",1
"1613","28","121",1
"1614","28","123",1
"1615","28","125",1
"1616","28","127",0
"1617","28","129",1
"1618","28","131",1
"1619","28","133",1
"1620","28","135",1
"1621","28","137",1
"1622","28","139",1
"1623","28","141",0
"1624","28","143",1
"1625","28","145",1
"1626","28","147",0
"1627","28","149",1
"1628","28","151",1
"1629","28","153",1
"1630","28","155",0
"1631","28","157",0
"1632","28","159",0
"1633","28","161",1
"1634","28","163",1
"1635","30","001",0
"1636","30","003",0
"1637","30","005",1
"1638","30","007",0
"1639","30","009",0
"1640","30","011",0
"1641","30","013",1
"1642","30","015",0
"1643","30","017",1
"1644","30","019",0
"1645","30","021",1
"1646","30","023",0
"1647","30","025",0
"1648","30","027",1
"1649","30","029",1
"1650","30","031",1
"1651","30","033",0
"1652","30","035",0
"1653","30","037",1
"1654","30","039",1
"1655","30","041",1
"1656","30","043",1
"1657","30","045",0
"1658","30","047",1
"1659","30","049",1
"1660","30","051",1
"1661","30","053",0
"1662","30","057",1
"1663","30","055",0
"1664","30","059",0
"1665","30","061",0
"1666","30","063",1
"1667","30","000",NA
"1668","30","065",0
"1669","30","067",0
"1670","30","069",0
"1671","30","071",0
"1672","30","073",0
"1673","30","075",0
"1674","30","077",0
"1675","30","079",NA
"1676","30","081",1
"1677","30","083",1
"1678","30","085",0
"1679","30","087",1
"1680","30","089",0
"1681","30","091",0
"1682","30","093",0
"1683","30","095",0
"1684","30","097",0
"1685","30","099",0
"1686","30","101",0
"1687","30","103",0
"1688","30","105",0
"1689","30","107",0
"1690","30","109",0
"1691","30","111",1
"1692","37","001",1
"1693","37","003",0
"1694","37","005",0
"1695","37","007",1
"1696","37","009",1
"1697","37","011",1
"1698","37","013",1
"1699","37","015",1
"1700","37","017",1
"1701","37","019",1
"1702","37","021",1
"1703","37","023",1
"1704","37","025",1
"1705","37","027",1
"1706","37","029",0
"1707","37","031",1
"1708","37","033",0
"1709","37","035",1
"1710","37","037",1
"1711","37","039",1
"1712","37","041",1
"1713","37","043",1
"1714","37","045",1
"1715","37","047",1
"1716","37","049",1
"1717","37","051",1
"1718","37","053",1
"1719","37","055",0
"1720","37","057",0
"1721","37","059",0
"1722","37","061",1
"1723","37","063",1
"1724","37","065",1
"1725","37","067",0
"1726","37","069",1
"1727","37","071",1
"1728","37","073",0
"1729","37","075",0
"1730","37","077",1
"1731","37","079",1
"1732","37","081",1
"1733","37","083",1
"1734","37","085",1
"1735","37","087",1
"1736","37","089",1
"1737","37","091",1
"1738","37","093",1
"1739","37","095",0
"1740","37","097",1
"1741","37","099",1
"1742","37","101",1
"1743","37","103",0
"1744","37","105",1
"1745","37","107",0
"1746","37","109",1
"1747","37","113",1
"1748","37","115",0
"1749","37","117",1
"1750","37","111",1
"1751","37","119",1
"1752","37","121",1
"1753","37","123",1
"1754","37","125",1
"1755","37","127",1
"1756","37","129",1
"1757","37","131",1
"1758","37","000",NA
"1759","37","133",1
"1760","37","135",1
"1761","37","137",1
"1762","37","139",0
"1763","37","141",1
"1764","37","143",1
"1765","37","145",0
"1766","37","147",1
"1767","37","149",1
"1768","37","151",1
"1769","37","153",1
"1770","37","155",1
"1771","37","157",1
"1772","37","159",1
"1773","37","161",1
"1774","37","163",1
"1775","37","165",1
"1776","37","167",1
"1777","37","169",1
"1778","37","171",1
"1779","37","173",1
"1780","37","175",1
"1781","37","177",1
"1782","37","179",0
"1783","37","181",1
"1784","37","183",1
"1785","37","185",1
"1786","37","187",1
"1787","37","189",1
"1788","37","191",1
"1789","37","193",1
"1790","37","195",1
"1791","37","197",1
"1792","37","199",0
"1793","38","001",0
"1794","38","003",0
"1795","38","005",1
"1796","38","007",0
"1797","38","009",1
"1798","38","011",0
"1799","38","013",1
"1800","38","015",0
"1801","38","017",1
"1802","38","019",0
"1803","38","021",1
"1804","38","023",1
"1805","38","025",0
"1806","38","027",0
"1807","38","029",0
"1808","38","031",0
"1809","38","033",0
"1810","38","035",0
"1811","38","037",0
"1812","38","039",0
"1813","38","041",0
"1814","38","043",0
"1815","38","045",0
"1816","38","047",0
"1817","38","049",1
"1818","38","051",0
"1819","38","053",1
"1820","38","055",0
"1821","38","057",0
"1822","38","059",0
"1823","38","061",0
"1824","38","063",0
"1825","38","000",NA
"1826","38","065",0
"1827","38","067",0
"1828","38","069",0
"1829","38","071",0
"1830","38","073",0
"1831","38","075",0
"1832","38","077",0
"1833","38","079",0
"1834","38","081",0
"1835","38","083",0
"1836","38","085",0
"1837","38","087",0
"1838","38","089",0
"1839","38","091",0
"1840","38","093",0
"1841","38","095",0
"1842","38","097",0
"1843","38","099",0
"1844","38","101",0
"1845","38","103",1
"1846","38","105",1
"1847","31","001",1
"1848","31","003",0
"1849","31","005",NA
"1850","31","007",0
"1851","31","009",0
"1852","31","011",0
"1853","31","013",0
"1854","31","015",0
"1855","31","017",0
"1856","31","019",0
"1857","31","021",0
"1858","31","023",0
"1859","31","025",1
"1860","31","027",1
"1861","31","029",0
"1862","31","031",0
"1863","31","033",0
"1864","31","035",0
"1865","31","037",0
"1866","31","039",1
"1867","31","041",0
"1868","31","043",0
"1869","31","045",1
"1870","31","047",1
"1871","31","049",1
"1872","31","051",1
"1873","31","053",1
"1874","31","055",0
"1875","31","057",0
"1876","31","059",0
"1877","31","061",0
"1878","31","063",0
"1879","31","065",0
"1880","31","067",0
"1881","31","069",0
"1882","31","071",0
"1883","31","073",0
"1884","31","075",0
"1885","31","077",1
"1886","31","079",0
"1887","31","081",1
"1888","31","083",0
"1889","31","085",0
"1890","31","087",1
"1891","31","089",0
"1892","31","091",0
"1893","31","093",0
"1894","31","095",1
"1895","31","097",0
"1896","31","099",0
"1897","31","101",0
"1898","31","103",0
"1899","31","105",0
"1900","31","107",0
"1901","31","109",0
"1902","31","111",0
"1903","31","113",0
"1904","31","115",NA
"1905","31","119",0
"1906","31","117",NA
"1907","31","121",0
"1908","31","123",0
"1909","31","125",1
"1910","31","000",NA
"1911","31","127",0
"1912","31","129",0
"1913","31","131",1
"1914","31","133",0
"1915","31","135",1
"1916","31","137",0
"1917","31","139",1
"1918","31","141",1
"1919","31","143",0
"1920","31","145",1
"1921","31","147",0
"1922","31","149",0
"1923","31","151",0
"1924","31","153",1
"1925","31","155",0
"1926","31","157",0
"1927","31","159",1
"1928","31","161",0
"1929","31","163",0
"1930","31","165",0
"1931","31","167",0
"1932","31","169",1
"1933","31","171",0
"1934","31","173",1
"1935","31","175",0
"1936","31","177",1
"1937","31","179",0
"1938","31","181",0
"1939","31","183",0
"1940","31","185",1
"1941","33","001",1
"1942","33","003",1
"1943","33","005",0
"1944","33","007",0
"1945","33","009",1
"1946","33","011",1
"1947","33","013",1
"1948","33","000",NA
"1949","33","015",1
"1950","33","017",1
"1951","33","019",0
"1952","34","001",1
"1953","34","003",1
"1954","34","005",1
"1955","34","007",1
"1956","34","009",1
"1957","34","011",1
"1958","34","013",1
"1959","34","015",0
"1960","34","017",0
"1961","34","019",1
"1962","34","021",1
"1963","34","023",1
"1964","34","025",0
"1965","34","027",1
"1966","34","000",NA
"1967","34","029",1
"1968","34","031",1
"1969","34","033",1
"1970","34","035",0
"1971","34","037",1
"1972","34","039",0
"1973","34","041",0
"1974","35","001",1
"1975","35","003",1
"1976","35","005",1
"1977","35","006",1
"1978","35","007",1
"1979","35","009",1
"1980","35","011",0
"1981","35","013",1
"1982","35","015",1
"1983","35","017",1
"1984","35","019",1
"1985","35","021",1
"1986","35","023",1
"1987","35","025",1
"1988","35","027",1
"1989","35","028",0
"1990","35","029",1
"1991","35","031",1
"1992","35","033",1
"1993","35","000",NA
"1994","35","035",1
"1995","35","037",1
"1996","35","039",1
"1997","35","041",1
"1998","35","043",1
"1999","35","045",1
"2000","35","047",1
"2001","35","049",1
"2002","35","051",1
"2003","35","053",1
"2004","35","055",1
"2005","35","057",1
"2006","35","059",1
"2007","35","061",1
"2008","32","510",NA
"2009","32","001",1
"2010","32","003",1
"2011","32","005",1
"2012","32","007",0
"2013","32","009",0
"2014","32","011",0
"2015","32","013",1
"2016","32","015",1
"2017","32","017",0
"2018","32","019",1
"2019","32","021",1
"2020","32","000",NA
"2021","32","023",1
"2022","32","027",0
"2023","32","029",0
"2024","32","031",1
"2025","32","033",0
"2026","36","001",1
"2027","36","003",1
"2028","36","005",0
"2029","36","007",1
"2030","36","009",1
"2031","36","011",1
"2032","36","013",1
"2033","36","015",0
"2034","36","017",0
"2035","36","019",1
"2036","36","021",1
"2037","36","023",1
"2038","36","025",1
"2039","36","027",1
"2040","36","029",1
"2041","36","031",0
"2042","36","033",0
"2043","36","035",1
"2044","36","037",0
"2045","36","039",1
"2046","36","041",0
"2047","36","043",1
"2048","36","045",1
"2049","36","047",0
"2050","36","049",0
"2051","36","051",0
"2052","36","053",1
"2053","36","055",0
"2054","36","057",1
"2055","36","059",1
"2056","36","061",0
"2057","36","000",NA
"2058","36","063",1
"2059","36","065",1
"2060","36","067",1
"2061","36","069",1
"2062","36","071",1
"2063","36","073",0
"2064","36","075",1
"2065","36","077",1
"2066","36","079",1
"2067","36","081",0
"2068","36","083",1
"2069","36","085",0
"2070","36","087",1
"2071","36","091",1
"2072","36","093",0
"2073","36","095",1
"2074","36","097",0
"2075","36","099",1
"2076","36","101",1
"2077","36","089",1
"2078","36","103",1
"2079","36","105",1
"2080","36","107",1
"2081","36","109",1
"2082","36","111",1
"2083","36","113",1
"2084","36","115",1
"2085","36","117",0
"2086","36","119",1
"2087","36","121",0
"2088","36","123",1
"2089","39","001",1
"2090","39","003",1
"2091","39","005",1
"2092","39","007",1
"2093","39","009",1
"2094","39","011",1
"2095","39","013",1
"2096","39","015",1
"2097","39","017",0
"2098","39","019",1
"2099","39","021",1
"2100","39","023",1
"2101","39","025",1
"2102","39","027",1
"2103","39","029",1
"2104","39","031",1
"2105","39","033",1
"2106","39","035",0
"2107","39","037",1
"2108","39","039",1
"2109","39","041",0
"2110","39","043",0
"2111","39","045",1
"2112","39","047",1
"2113","39","049",1
"2114","39","051",1
"2115","39","053",0
"2116","39","055",1
"2117","39","057",1
"2118","39","059",1
"2119","39","061",1
"2120","39","063",1
"2121","39","065",1
"2122","39","067",1
"2123","39","069",1
"2124","39","071",0
"2125","39","073",1
"2126","39","075",1
"2127","39","077",1
"2128","39","079",1
"2129","39","081",1
"2130","39","083",0
"2131","39","085",0
"2132","39","087",1
"2133","39","089",1
"2134","39","091",1
"2135","39","093",1
"2136","39","095",0
"2137","39","097",1
"2138","39","099",1
"2139","39","101",0
"2140","39","103",1
"2141","39","105",1
"2142","39","107",0
"2143","39","109",1
"2144","39","111",1
"2145","39","113",1
"2146","39","115",1
"2147","39","117",0
"2148","39","119",1
"2149","39","121",1
"2150","39","000",NA
"2151","39","123",1
"2152","39","125",1
"2153","39","127",1
"2154","39","129",1
"2155","39","131",0
"2156","39","133",1
"2157","39","135",1
"2158","39","137",1
"2159","39","139",1
"2160","39","141",1
"2161","39","143",1
"2162","39","145",0
"2163","39","147",1
"2164","39","149",1
"2165","39","151",1
"2166","39","153",1
"2167","39","155",0
"2168","39","157",1
"2169","39","159",1
"2170","39","161",1
"2171","39","163",1
"2172","39","165",1
"2173","39","167",1
"2174","39","169",1
"2175","39","171",1
"2176","39","173",1
"2177","39","175",0
"2178","40","001",1
"2179","40","003",1
"2180","40","005",1
"2181","40","007",1
"2182","40","009",1
"2183","40","011",1
"2184","40","013",1
"2185","40","015",1
"2186","40","017",1
"2187","40","019",1
"2188","40","021",1
"2189","40","023",1
"2190","40","025",1
"2191","40","027",1
"2192","40","029",1
"2193","40","031",1
"2194","40","033",1
"2195","40","035",1
"2196","40","037",1
"2197","40","039",1
"2198","40","041",1
"2199","40","043",1
"2200","40","045",1
"2201","40","047",1
"2202","40","049",1
"2203","40","051",1
"2204","40","053",1
"2205","40","055",1
"2206","40","057",1
"2207","40","059",0
"2208","40","061",1
"2209","40","063",1
"2210","40","065",1
"2211","40","067",1
"2212","40","069",1
"2213","40","071",1
"2214","40","073",1
"2215","40","075",1
"2216","40","077",1
"2217","40","079",1
"2218","40","081",1
"2219","40","083",1
"2220","40","085",0
"2221","40","093",1
"2222","40","095",1
"2223","40","097",1
"2224","40","087",1
"2225","40","089",1
"2226","40","091",1
"2227","40","099",1
"2228","40","101",1
"2229","40","103",1
"2230","40","105",1
"2231","40","107",1
"2232","40","109",1
"2233","40","000",NA
"2234","40","111",1
"2235","40","113",1
"2236","40","115",1
"2237","40","117",1
"2238","40","119",1
"2239","40","121",1
"2240","40","123",1
"2241","40","125",1
"2242","40","127",1
"2243","40","129",1
"2244","40","131",1
"2245","40","133",1
"2246","40","135",1
"2247","40","137",1
"2248","40","139",1
"2249","40","141",1
"2250","40","143",1
"2251","40","145",1
"2252","40","147",1
"2253","40","149",1
"2254","40","151",1
"2255","40","153",1
"2256","41","001",1
"2257","41","003",1
"2258","41","005",1
"2259","41","007",1
"2260","41","009",1
"2261","41","011",1
"2262","41","013",1
"2263","41","015",1
"2264","41","017",1
"2265","41","019",1
"2266","41","021",0
"2267","41","023",0
"2268","41","025",0
"2269","41","027",0
"2270","41","029",1
"2271","41","031",0
"2272","41","033",1
"2273","41","035",1
"2274","41","037",1
"2275","41","039",1
"2276","41","041",1
"2277","41","043",1
"2278","41","045",1
"2279","41","047",1
"2280","41","049",1
"2281","41","051",1
"2282","41","000",NA
"2283","41","053",1
"2284","41","055",0
"2285","41","057",1
"2286","41","059",1
"2287","41","061",0
"2288","41","063",0
"2289","41","065",1
"2290","41","067",1
"2291","41","069",0
"2292","41","071",1
"2293","42","001",1
"2294","42","003",1
"2295","42","005",1
"2296","42","007",1
"2297","42","009",1
"2298","42","011",1
"2299","42","013",0
"2300","42","015",1
"2301","42","017",1
"2302","42","019",0
"2303","42","021",1
"2304","42","023",0
"2305","42","025",1
"2306","42","027",1
"2307","42","029",1
"2308","42","031",1
"2309","42","033",1
"2310","42","035",1
"2311","42","037",1
"2312","42","039",1
"2313","42","041",0
"2314","42","043",1
"2315","42","045",1
"2316","42","047",1
"2317","42","049",1
"2318","42","051",1
"2319","42","053",0
"2320","42","055",1
"2321","42","057",0
"2322","42","059",1
"2323","42","061",1
"2324","42","063",1
"2325","42","065",0
"2326","42","067",1
"2327","42","069",0
"2328","42","071",1
"2329","42","073",1
"2330","42","075",0
"2331","42","077",1
"2332","42","079",1
"2333","42","081",1
"2334","42","083",1
"2335","42","085",1
"2336","42","087",0
"2337","42","089",1
"2338","42","091",1
"2339","42","093",0
"2340","42","095",1
"2341","42","097",0
"2342","42","000",NA
"2343","42","099",1
"2344","42","101",0
"2345","42","103",1
"2346","42","105",1
"2347","42","107",1
"2348","42","109",0
"2349","42","111",0
"2350","42","113",0
"2351","42","115",1
"2352","42","117",1
"2353","42","119",0
"2354","42","121",1
"2355","42","123",1
"2356","42","125",1
"2357","42","127",1
"2358","42","129",0
"2359","42","131",1
"2360","42","133",1
"2361","44","001",0
"2362","44","003",0
"2363","44","005",0
"2364","44","007",1
"2365","44","000",NA
"2366","44","009",1
"2367","45","001",1
"2368","45","003",1
"2369","45","005",0
"2370","45","007",0
"2371","45","009",0
"2372","45","011",0
"2373","45","013",1
"2374","45","015",1
"2375","45","017",0
"2376","45","019",1
"2377","45","021",0
"2378","45","023",0
"2379","45","025",1
"2380","45","027",0
"2381","45","029",1
"2382","45","031",0
"2383","45","033",0
"2384","45","035",0
"2385","45","037",0
"2386","45","039",1
"2387","45","041",0
"2388","45","043",1
"2389","45","045",0
"2390","45","047",1
"2391","45","049",0
"2392","45","051",0
"2393","45","053",0
"2394","45","055",0
"2395","45","057",0
"2396","45","059",1
"2397","45","061",0
"2398","45","063",1
"2399","45","067",0
"2400","45","069",0
"2401","45","065",0
"2402","45","071",1
"2403","45","073",1
"2404","45","075",0
"2405","45","077",0
"2406","45","079",1
"2407","45","081",1
"2408","45","000",NA
"2409","45","083",0
"2410","45","085",1
"2411","45","087",1
"2412","45","089",0
"2413","45","091",1
"2414","46","003",0
"2415","46","005",0
"2416","46","007",0
"2417","46","009",1
"2418","46","011",0
"2419","46","013",1
"2420","46","015",1
"2421","46","017",0
"2422","46","019",1
"2423","46","021",0
"2424","46","023",0
"2425","46","025",0
"2426","46","027",0
"2427","46","029",1
"2428","46","031",1
"2429","46","033",1
"2430","46","035",0
"2431","46","037",1
"2432","46","039",1
"2433","46","041",1
"2434","46","043",0
"2435","46","045",0
"2436","46","047",0
"2437","46","049",0
"2438","46","051",0
"2439","46","053",0
"2440","46","055",0
"2441","46","057",0
"2442","46","059",0
"2443","46","061",1
"2444","46","063",0
"2445","46","065",0
"2446","46","067",0
"2447","46","069",0
"2448","46","071",0
"2449","46","073",0
"2450","46","075",0
"2451","46","077",0
"2452","46","079",0
"2453","46","081",1
"2454","46","083",0
"2455","46","085",0
"2456","46","091",0
"2457","46","087",0
"2458","46","089",0
"2459","46","093",1
"2460","46","095",1
"2461","46","097",0
"2462","46","099",0
"2463","46","101",0
"2464","46","102",0
"2465","46","103",1
"2466","46","105",0
"2467","46","107",0
"2468","46","109",0
"2469","46","111",0
"2470","46","000",NA
"2471","46","115",0
"2472","46","117",0
"2473","46","119",0
"2474","46","121",0
"2475","46","123",0
"2476","46","125",1
"2477","46","127",0
"2478","46","129",0
"2479","46","135",0
"2480","46","137",0
"2481","47","001",0
"2482","47","003",0
"2483","47","005",0
"2484","47","007",1
"2485","47","009",0
"2486","47","011",0
"2487","47","013",0
"2488","47","015",0
"2489","47","017",0
"2490","47","019",1
"2491","47","021",0
"2492","47","023",0
"2493","47","025",0
"2494","47","027",0
"2495","47","029",0
"2496","47","031",0
"2497","47","033",0
"2498","47","035",0
"2499","47","037",0
"2500","47","039",0
"2501","47","041",0
"2502","47","043",0
"2503","47","045",0
"2504","47","047",0
"2505","47","049",1
"2506","47","051",0
"2507","47","053",0
"2508","47","055",0
"2509","47","057",0
"2510","47","059",0
"2511","47","061",1
"2512","47","063",0
"2513","47","065",0
"2514","47","067",0
"2515","47","069",0
"2516","47","071",0
"2517","47","073",0
"2518","47","075",0
"2519","47","077",0
"2520","47","079",0
"2521","47","081",0
"2522","47","083",0
"2523","47","085",0
"2524","47","087",1
"2525","47","089",0
"2526","47","091",0
"2527","47","093",0
"2528","47","095",0
"2529","47","097",0
"2530","47","099",0
"2531","47","101",0
"2532","47","103",0
"2533","47","105",0
"2534","47","111",0
"2535","47","113",0
"2536","47","115",0
"2537","47","117",0
"2538","47","119",0
"2539","47","107",0
"2540","47","109",0
"2541","47","121",0
"2542","47","123",0
"2543","47","125",1
"2544","47","127",0
"2545","47","129",0
"2546","47","131",0
"2547","47","133",0
"2548","47","135",0
"2549","47","137",1
"2550","47","139",0
"2551","47","141",0
"2552","47","143",1
"2553","47","145",1
"2554","47","147",0
"2555","47","149",0
"2556","47","151",0
"2557","47","153",0
"2558","47","155",0
"2559","47","157",0
"2560","47","159",0
"2561","47","161",0
"2562","47","163",0
"2563","47","165",0
"2564","47","000",NA
"2565","47","167",0
"2566","47","169",1
"2567","47","171",0
"2568","47","173",0
"2569","47","175",1
"2570","47","177",1
"2571","47","179",0
"2572","47","181",1
"2573","47","183",0
"2574","47","185",0
"2575","47","187",0
"2576","47","189",0
"2577","48","001",1
"2578","48","003",1
"2579","48","005",1
"2580","48","007",1
"2581","48","009",1
"2582","48","011",1
"2583","48","013",1
"2584","48","015",1
"2585","48","017",1
"2586","48","019",1
"2587","48","021",1
"2588","48","023",0
"2589","48","025",1
"2590","48","027",1
"2591","48","029",1
"2592","48","031",1
"2593","48","033",1
"2594","48","035",1
"2595","48","037",1
"2596","48","039",1
"2597","48","041",1
"2598","48","043",1
"2599","48","045",1
"2600","48","047",1
"2601","48","049",1
"2602","48","051",1
"2603","48","053",1
"2604","48","055",1
"2605","48","057",1
"2606","48","059",1
"2607","48","061",1
"2608","48","063",1
"2609","48","065",1
"2610","48","067",1
"2611","48","069",1
"2612","48","071",1
"2613","48","073",1
"2614","48","075",1
"2615","48","077",1
"2616","48","079",1
"2617","48","081",1
"2618","48","083",1
"2619","48","085",1
"2620","48","087",1
"2621","48","089",1
"2622","48","091",1
"2623","48","093",1
"2624","48","095",1
"2625","48","097",1
"2626","48","099",1
"2627","48","101",1
"2628","48","103",1
"2629","48","105",0
"2630","48","107",1
"2631","48","109",1
"2632","48","111",1
"2633","48","113",1
"2634","48","115",1
"2635","48","117",1
"2636","48","119",1
"2637","48","121",1
"2638","48","123",1
"2639","48","125",1
"2640","48","127",1
"2641","48","129",1
"2642","48","131",1
"2643","48","133",1
"2644","48","135",1
"2645","48","137",1
"2646","48","139",1
"2647","48","141",1
"2648","48","143",1
"2649","48","145",1
"2650","48","147",1
"2651","48","149",1
"2652","48","151",1
"2653","48","153",1
"2654","48","155",1
"2655","48","157",1
"2656","48","159",0
"2657","48","161",1
"2658","48","163",1
"2659","48","165",1
"2660","48","167",1
"2661","48","169",1
"2662","48","171",1
"2663","48","173",0
"2664","48","175",1
"2665","48","177",1
"2666","48","179",1
"2667","48","181",1
"2668","48","183",1
"2669","48","185",1
"2670","48","187",1
"2671","48","189",1
"2672","48","191",1
"2673","48","193",1
"2674","48","195",1
"2675","48","197",1
"2676","48","199",1
"2677","48","201",1
"2678","48","203",1
"2679","48","205",1
"2680","48","207",1
"2681","48","209",1
"2682","48","211",0
"2683","48","213",1
"2684","48","215",1
"2685","48","217",1
"2686","48","219",1
"2687","48","221",1
"2688","48","223",1
"2689","48","225",1
"2690","48","227",1
"2691","48","229",1
"2692","48","231",1
"2693","48","233",1
"2694","48","235",1
"2695","48","237",1
"2696","48","239",1
"2697","48","241",1
"2698","48","243",1
"2699","48","245",1
"2700","48","247",1
"2701","48","249",1
"2702","48","251",1
"2703","48","253",1
"2704","48","255",1
"2705","48","257",1
"2706","48","259",1
"2707","48","261",1
"2708","48","263",1
"2709","48","265",1
"2710","48","267",1
"2711","48","269",0
"2712","48","271",0
"2713","48","273",1
"2714","48","275",1
"2715","48","277",1
"2716","48","279",1
"2717","48","281",1
"2718","48","283",1
"2719","48","285",0
"2720","48","287",1
"2721","48","289",1
"2722","48","291",1
"2723","48","293",1
"2724","48","295",1
"2725","48","297",1
"2726","48","299",1
"2727","48","301",1
"2728","48","303",1
"2729","48","305",1
"2730","48","313",1
"2731","48","315",1
"2732","48","317",1
"2733","48","319",0
"2734","48","321",1
"2735","48","323",1
"2736","48","307",1
"2737","48","309",1
"2738","48","311",1
"2739","48","325",1
"2740","48","327",0
"2741","48","329",1
"2742","48","331",1
"2743","48","333",1
"2744","48","335",1
"2745","48","337",1
"2746","48","339",1
"2747","48","341",1
"2748","48","343",1
"2749","48","345",1
"2750","48","347",1
"2751","48","349",1
"2752","48","351",1
"2753","48","353",1
"2754","48","355",1
"2755","48","357",1
"2756","48","359",1
"2757","48","361",1
"2758","48","363",1
"2759","48","365",1
"2760","48","367",1
"2761","48","369",1
"2762","48","371",1
"2763","48","373",1
"2764","48","375",1
"2765","48","377",1
"2766","48","379",1
"2767","48","381",1
"2768","48","383",1
"2769","48","385",1
"2770","48","387",1
"2771","48","389",1
"2772","48","391",1
"2773","48","393",1
"2774","48","395",1
"2775","48","397",1
"2776","48","399",1
"2777","48","401",1
"2778","48","403",1
"2779","48","405",1
"2780","48","407",1
"2781","48","409",1
"2782","48","411",1
"2783","48","413",0
"2784","48","415",1
"2785","48","417",1
"2786","48","419",1
"2787","48","421",1
"2788","48","423",1
"2789","48","425",1
"2790","48","427",1
"2791","48","429",1
"2792","48","431",0
"2793","48","433",1
"2794","48","435",1
"2795","48","437",1
"2796","48","439",1
"2797","48","441",1
"2798","48","443",1
"2799","48","445",1
"2800","48","000",NA
"2801","48","447",0
"2802","48","449",0
"2803","48","451",1
"2804","48","453",1
"2805","48","455",1
"2806","48","457",1
"2807","48","459",1
"2808","48","461",1
"2809","48","463",1
"2810","48","465",1
"2811","48","467",1
"2812","48","469",1
"2813","48","471",1
"2814","48","473",1
"2815","48","475",1
"2816","48","477",1
"2817","48","479",1
"2818","48","481",1
"2819","48","483",1
"2820","48","485",1
"2821","48","487",1
"2822","48","489",1
"2823","48","491",1
"2824","48","493",1
"2825","48","495",1
"2826","48","497",1
"2827","48","499",1
"2828","48","501",1
"2829","48","503",1
"2830","48","505",1
"2831","48","507",1
"2832","00","000",NA
"2833","49","001",0
"2834","49","003",0
"2835","49","005",0
"2836","49","007",0
"2837","49","009",0
"2838","49","011",1
"2839","49","013",0
"2840","49","015",0
"2841","49","017",0
"2842","49","019",1
"2843","49","021",1
"2844","49","023",0
"2845","49","025",1
"2846","49","027",0
"2847","49","029",0
"2848","49","031",0
"2849","49","033",0
"2850","49","035",0
"2851","49","037",0
"2852","49","039",0
"2853","49","041",0
"2854","49","043",0
"2855","49","045",0
"2856","49","047",0
"2857","49","049",1
"2858","49","000",NA
"2859","49","051",1
"2860","49","053",1
"2861","49","055",0
"2862","49","057",1
"2863","51","001",0
"2864","51","003",0
"2865","51","510",NA
"2866","51","005",0
"2867","51","007",0
"2868","51","009",0
"2869","51","011",0
"2870","51","013",0
"2871","51","015",0
"2872","51","017",0
"2873","51","019",0
"2874","51","021",0
"2875","51","023",0
"2876","51","520",NA
"2877","51","025",1
"2878","51","027",0
