"statecode","countycode","v044_numerator","v044_denominator","v044_rawvalue","v044_cilow","v044_cihigh"
"19","009",121813,28237,4.31394978220066,3.48079362711119,5.14710593729013
"19","011",149673,37619,3.97865440336,3.55935245939538,4.39795634732463
"19","013",127144,30056,4.23023689113655,3.89311914393784,4.56735463833525
"19","015",143185,36873,3.88319366474114,3.51592138362083,4.25046594586145
"19","017",139224,41556,3.35027432861681,2.99088185836358,3.70966679887003
"19","019",131727,36225,3.63635610766046,3.1076682289909,4.16504398633001
"19","021",134905,36474,3.69866206064594,3.30312985734666,4.09419426394521
"19","023",131599,36513,3.60416837838578,3.2160742556615,3.99226250111006
"19","025",125067,31868,3.92453244634116,3.21397298307508,4.63509190960723
"19","027",130083,32908,3.95292937887444,3.21564875334323,4.69021000440565
"19","029",123034,25317,4.85973851562191,4.19913101968188,5.52034601156195
"19","031",138551,40830,3.39336272348763,2.94228079467738,3.84444465229788
"19","033",125043,30469,4.1039417112475,3.64868885289973,4.55919456959526
"19","035",133480,30625,4.3585306122449,3.35270684227189,5.36435438221791
"19","037",131676,32813,4.01292170785969,3.1860132252578,4.83983019046158
"19","039",125771,36759,3.4215022171441,2.89838427586079,3.94462015842741
"19","041",124132,30157,4.11619192890539,3.25708977758492,4.97529408022587
"19","043",121307,31047,3.90720520501176,3.4193226893766,4.39508772064691
"19","045",127498,29588,4.30911180208193,3.8300443234285,4.78817928073535
"19","047",133276,29135,4.57442938047022,3.84051601935329,5.30834274158716
"19","049",197953,47948,4.12849336781513,3.78844766937003,4.46853906626024
"19","051",127726,37744,3.38400805426028,2.64999578823903,4.11802032028153
"19","053",110303,25354,4.35051668375799,3.73726357198141,4.96376979553456
"19","055",130059,34101,3.81393507521774,3.25708948272122,4.37078066771425
"19","057",115652,27504,4.20491564863293,3.69839775553391,4.71143354173194
"19","059",143333,35868,3.99612467937995,3.35002552803146,4.64222383072843
"19","061",141221,34458,4.09835161646062,3.78636634371155,4.41033688920969
"19","063",109111,30936,3.52699120765451,2.44228795213336,4.61169446317567
"19","065",115850,25318,4.57579587645154,3.7384748625257,5.41311689037737
"19","067",119169,29104,4.09459180868609,3.42232882947817,4.76685478789401
"19","069",109443,23672,4.62331023994593,3.19370174404296,6.0529187358489
"19","071",132588,32204,4.1171283070426,3.37672599263467,4.85753062145054
"19","073",119500,32180,3.71348663766315,3.16093730315175,4.26603597217454
"19","075",144156,38886,3.70714395926555,2.98225061020692,4.43203730832417
"19","077",139361,34519,4.03722587560474,3.53981112777843,4.53464062343105
"19","079",126315,31947,3.95389238426143,3.27926733359254,4.62851743493032
"19","081",116976,34018,3.43865012640367,3.02025882848289,3.85704142432445
"19","083",119058,28019,4.24918805096542,3.58745599123568,4.91092011069515
"19","085",134464,35708,3.76565475523692,3.34264495922623,4.18866455124761
"19","087",120113,31372,3.82866887670534,3.33532779990936,4.32200995350133
"19","089",118875,33357,3.56371975897113,2.94483869336947,4.18260082457279
"19","091",131500,29656,4.43417858106285,3.64613881442383,5.22221834770188
"19","093",112470,31538,3.56617413913374,3.10907222479907,4.02327605346841
"19","095",128526,35775,3.59262054507338,3.24045052448576,3.944790565661
"19","097",130596,35481,3.68073053183394,3.07039275515245,4.29106830851543
"19","099",134355,32147,4.17939465579992,3.32094050703583,5.03784880456401
"19","101",114506,24112,4.74892169873922,3.40101722515018,6.09682617232826
"19","103",153208,29538,5.18681021057621,4.80393275351721,5.5696876676352
"19","105",125115,35650,3.50953716690042,3.10449442702721,3.91457990677363
"19","107",116083,28554,4.06538488477972,3.1478741811438,4.98289558841563
"19","109",123386,35274,3.49793048704428,2.93201793967313,4.06384303441544
"19","111",117449,25074,4.68409507856744,4.18855241274943,5.17963774438545
"19","113",148721,36070,4.12312170779041,3.96584355012001,4.28039986546081
"19","115",133435,35195,3.79130558317943,3.16929329451906,4.4133178718398
"19","117",111196,22895,4.85678095654073,3.54267272999076,6.1708891830907
"19","119",129841,37750,3.43949668874172,3.0497273049705,3.82926607251294
"19","121",146868,43994,3.3383643224076,3.09957091068752,3.57715773412768
"19","123",123773,30275,4.0882906688687,3.53891581239379,4.63766552534362
"19","125",142337,34105,4.17349362263598,3.60409037088232,4.74289687438964
"19","127",125444,34164,3.67181828825664,3.33936154413104,4.00427503238225
"19","129",157304,40795,3.85596274053193,3.19671016452444,4.51521531653942
"19","131",138217,32532,4.24864748555269,3.28727334773493,5.21002162337044
"19","133",120516,29343,4.10714650853696,3.53859770423523,4.67569531283869
"19","135",125500,32045,3.91636760805118,2.89540562907867,4.93732958702368
"19","137",120962,24219,4.99450844378381,3.76504057583252,6.2239763117351
"19","139",125400,31495,3.98158437847277,3.54488047385388,4.41828828309166
"19","141",117144,32782,3.5734244402416,2.98203939658489,4.16480948389831
"19","143",122355,26907,4.54732969115843,3.76874568560062,5.32591369671625
"19","145",112392,23460,4.79079283887468,4.13656884979904,5.44501682795032
"19","147",129529,32373,4.00114292774843,3.42020416710201,4.58208168839485
"19","149",144136,38503,3.74350050645404,3.06544660293657,4.42155440997151
"19","151",118710,31543,3.76343404241829,3.50920952106299,4.01765856377359
"19","153",158404,38288,4.13717091516924,3.95304516364222,4.32129666669627
"19","155",135894,31992,4.24774943735934,3.92465234532232,4.57084652939636
"19","157",135083,29223,4.62248913527016,3.44619146601346,5.79878680452687
"19","159",130130,31475,4.13439237490071,2.96499617622797,5.30378857357346
"19","161",126153,29704,4.24700377053595,3.43905461313987,5.05495292793204
"19","163",149861,33903,4.42028729021031,4.18787771416712,4.65269686625349
"19","165",142780,31821,4.48697401087332,3.83339166917863,5.14055635256801
"19","167",147135,38833,3.78891664306131,3.31283195026727,4.26500133585536
"19","169",140657,30023,4.684974852613,4.2507099607347,5.11923974449129
"19","171",126071,31122,4.05086434033802,3.1441979318721,4.95753074880395
"19","173",116221,30871,3.764730653364,3.14457623471899,4.38488507200901
"19","175",103137,27157,3.79780535405236,3.2309577882945,4.36465291981022
"19","177",114536,23464,4.88135015342653,4.2131587910979,5.54954151575515
"19","179",117526,26272,4.47343179049939,3.89050279023208,5.05636079076671
"19","181",161663,43091,3.75166508087536,3.43012640850801,4.0732037532427
"19","183",130878,36344,3.60108958837772,3.23080899000125,3.9713701867542
"19","185",111298,31419,3.5423788153665,3.18526030632076,3.89949732441224
"19","187",123172,27549,4.47101528186141,3.84770275140462,5.0943278123182
"19","189",122269,28626,4.27125689932229,3.45161749100759,5.090896307637
"19","191",136641,35510,3.84795832159955,3.43107597170497,4.26484067149413
"19","193",133665,29194,4.57850928272933,4.15856870538255,4.9984498600761
"19","195",139000,34300,4.05247813411079,3.07224051258295,5.03271575563862
"19","197",136148,31953,4.26088317215911,3.69959633523535,4.82217000908287
"20","000",143399,32692,4.38636363636364,4.31617538584532,4.45655188688195
"20","001",115797,30276,3.82471264367816,3.31920936445814,4.33021592289818
"20","003",107437,28905,3.7169001902785,3.16569647298229,4.26810390757471
"20","005",122946,25948,4.73816864498227,3.83723103590598,5.63910625405857
"20","007",125375,33467,3.74622762721487,2.9022474065521,4.59020784787763
"20","009",111837,27243,4.1051646294461,3.62395700270246,4.58637225618973
"20","011",117282,28838,4.0669255842985,3.56911242711049,4.5647387414865
"20","013",126000,26584,4.7396930484502,3.76644418881042,5.71294190808998
"20","015",149192,39810,3.74760110524994,3.33751963979559,4.15768257070428
"20","017",118250,26500,4.4622641509434,2.7016441540898,6.22288414779699
"20","019",106585,25775,4.13520853540252,2.83203480197187,5.43838226883317
"20","021",104588,24164,4.32825691110743,3.63947397779824,5.01703984441662
"20","023",107813,27321,3.94615863255371,2.67067936308765,5.22163790201977
"20","025",117600,31045,3.7880496054115,2.63762639231028,4.93847281851272
"20","027",125281,26101,4.79985441170836,3.64761604216886,5.95209278124787
"20","029",99556,27574,3.61050264742148,2.89254624873122,4.32845904611175
"20","031",135139,34423,3.92583447113848,3.39908781786724,4.45258112440972
"20","033",95033,28038,3.38943576574649,1.97825131880969,4.80062021268328
"20","035",111481,25935,4.29847696163486,3.92585823352721,4.67109568974251
"20","037",104285,22263,4.68422943897947,4.11912649904154,5.2493323789174
"20","039",102690,26572,3.86459430979979,3.05204118109608,4.6771474385035
"20","041",130309,36078,3.61186872886524,2.94314911716689,4.28058834056358
"20","043",135500,30156,4.49330149887253,3.54144937559801,5.44515362214705
"20","045",144653,28615,5.05514590249869,4.37402968479956,5.73626212019782
"20","047",114708,23513,4.87849274869221,3.72024765874775,6.03673783863668
"20","049",111315,28286,3.93533903697942,3.09038408583404,4.78029398812481
"20","051",126844,24394,5.19980323030253,4.11706201111915,6.28254444948592
"20","053",124849,30649,4.07350973930634,3.21794224227193,4.92907723634075
"20","055",135441,39239,3.45169346823314,2.93063689661261,3.97275003985366
"20","057",130375,33632,3.87651641294006,3.26491740360057,4.48811542227955
"20","059",134833,33862,3.98183804855,3.62345519755181,4.34022089954819
"20","061",102940,29820,3.45204560697518,3.11077009533193,3.79332111861844
"20","063",123500,30779,4.01247603885766,3.16700299022456,4.85794908749077
"20","065",102633,23385,4.38883899935856,3.00124386405072,5.77643413466641
"20","067",160097,39552,4.04775991100324,2.28275751527541,5.81276230673107
"20","069",132486,37636,3.5201934318206,2.90363160823319,4.136755255408
"20","071",128063,41750,3.06737724550898,2.19846665263143,3.93628783838653
"20","073",112375,27883,4.03023347559445,2.99407015153159,5.06639679965731
"20","075",137625,27774,4.9551739036509,2.6293743991821,7.28097340811969
"20","077",100813,23798,4.23619631901841,3.38217048680518,5.09022215123163
"20","079",126987,34167,3.71665642286417,3.25500911541284,4.1783037303155
"20","081",141854,35594,3.98533460695623,3.24277127560256,4.72789793830989
"20","083",114611,36231,3.16334078551517,2.321776955675,4.00490461535533
"20","085",132890,35067,3.78960276043003,3.04693793242872,4.53226758843135
"20","087",145981,38252,3.81629718707519,3.19020705723112,4.44238731691925
"20","089",102989,25771,3.99631368592604,3.1477888065963,4.84483856525578
"20","091",203420,51516,3.94867613945182,3.8412222824323,4.05612999647134
"20","093",140125,44690,3.13548892369658,2.09611490933578,4.17486293805737
"20","095",119581,27355,4.37144946079327,3.57145546389553,5.17144345769102
"20","097",116389,34239,3.39931072753293,2.53062092827491,4.26800052679095
"20","099",110705,24801,4.46373130115721,3.76502964182192,5.16243296049251
"20","101",131167,34850,3.76375896700143,2.30003832207047,5.2274796119324
"20","103",163205,39747,4.10609605756409,3.59210212458862,4.62008999053957
"20","105",124500,25529,4.87680676877277,3.16532468091407,6.58828885663147
"20","107",120654,29931,4.03107146436805,3.35784201979135,4.70430090894475
"20","109",123188,30190,4.08042398145081,3.05448800667742,5.10635995622421
"20","111",103066,27224,3.78585071995298,3.37074234350841,4.20095909639755
"20","113",135466,34200,3.96099415204678,3.18712083283798,4.73486747125559
"20","115",117794,32351,3.64112392198077,3.01114236757215,4.27110547638939
"20","117",117094,28664,4.08505442366732,3.47180765638956,4.69830119094508
"20","119",120500,30837,3.90764341537763,3.13938117462759,4.67590565612767
"20","121",161762,34659,4.66724371736057,3.63219904953966,5.70228838518148
"20","123",118333,27457,4.30975707469862,2.98206716036696,5.63744698903028
"20","125",104631,23591,4.43520834216439,3.87835684769214,4.99205983663663
"20","127",113553,26423,4.29750596071604,3.47240363300144,5.12260828843065
"20","129",125550,22235,5.64650326062514,2.23366934015285,9.05933718109744
"20","131",136190,31855,4.27530999843039,3.61924961748117,4.9313703793796
"20","133",109516,25725,4.25718172983479,3.40938509427809,5.10497836539149
"20","135",127700,33259,3.83956222375898,2.98508441008971,4.69404003742825
"20","137",100652,27231,3.69622856303478,2.7278831617936,4.66457396427595
"20","139",122044,32819,3.71869953380664,3.22168018544306,4.21571888217021
"20","141",108288,28863,3.7517929529155,3.16350707959604,4.34007882623496
"20","143",134675,28628,4.70431046527875,3.1652280830686,6.24339284748889
"20","145",131232,27830,4.71548688465684,3.27533821202281,6.15563555729088
"20","147",103140,28488,3.62047177759056,2.74895333180752,4.49199022337361
"20","149",150675,41091,3.66686135650142,2.86038458997154,4.47333812303131
