statecode,countycode,v037_race_white,v037_race_black,v037_race_aian,v037_race_asian,v037_race_nhopi,v037_race_tom,v037_race_hispanic,v037_race_,v037_race_white_cilow,v037_race_black_cilow,v037_race_aian_cilow,v037_race_asian_cilow,v037_race_nhopi_cilow,v037_race_tom_cilow,v037_race_hispanic_cilow,v037_race__cilow,v037_race_white_cihigh,v037_race_black_cihigh,v037_race_aian_cihigh,v037_race_asian_cihigh,v037_race_nhopi_cihigh,v037_race_tom_cihigh,v037_race_hispanic_cihigh,v037_race__cihigh
01,077,0.08004595940252776,0.16619718309859155,NA,NA,NA,0.09285714285714286,0.08311688311688312,NA,0.07268574593398505,0.13881485277015118,NA,NA,NA,0.044780121318782146,0.05554113401749896,NA,0.08740617287107047,0.19357951342703192,NA,NA,NA,0.14093416439550357,0.11069263221626727,NA
01,079,0.08544461003477397,0.17098445595854922,NA,NA,NA,0.1111111111111111,0.06707317073170732,NA,0.07323275819089103,0.11786702413961156,NA,NA,NA,0.05623626910384552,0.028787844043697115,NA,0.0976564618786569,0.22410188777748688,NA,NA,NA,0.1659859531183767,0.10535849741971753,NA
01,081,0.07630421118793212,0.15447154471544716,NA,0.11297071129707113,NA,0.13068181818181818,0.0824449182658138,NA,0.07047009982561937,0.14217990018204754,NA,0.08459191081901153,NA,0.08088556079516052,0.06807325473514067,NA,0.08213832255024488,0.16676318924884678,NA,0.14134951177513075,NA,0.18047807556847584,0.09681658179648692,NA
01,083,0.07680412371134021,0.15919811320754718,NA,0.11023622047244094,NA,0.10256410256410256,0.0726672171758877,NA,0.06996290025307056,0.1345732434511691,NA,0.05576667772956418,NA,0.05495465052498897,0.05804641938192597,NA,0.08364534716960986,0.18382298296392524,NA,0.1647057632153177,NA,0.15017355460321616,0.08728801496984942,NA
01,085,0.06172839506172839,0.1926040061633282,NA,NA,NA,NA,NA,NA,0.024668401160360995,0.16226441835795646,NA,NA,NA,NA,NA,NA,0.09878838896309579,0.22294359396869995,NA,NA,NA,NA,NA,NA
01,087,0.10185185185185185,0.1393258426966292,NA,NA,NA,NA,NA,NA,0.06151633279674987,0.11657506280390834,NA,NA,NA,NA,NA,NA,0.14218737090695382,0.16207662258935007,NA,NA,NA,NA,NA,NA
01,089,0.07510644337212603,0.16020175333253273,NA,0.09689922480620156,NA,0.11381074168797954,0.09680365296803653,NA,0.07121420685518542,0.15232344627825453,NA,0.07605845052663548,NA,0.09155164364445571,0.08669192578634377,NA,0.07899867988906664,0.16808006038681092,NA,0.11773999908576763,NA,0.13606983973150336,0.10691538014972929,NA
01,091,0.0743801652892562,0.1684981684981685,NA,NA,NA,NA,NA,NA,0.053471645905559285,0.14286257845410394,NA,NA,NA,NA,NA,NA,0.09528868467295312,0.19413375854223308,NA,NA,NA,NA,NA,NA
01,093,0.10180224062347784,0.22727272727272727,NA,NA,NA,NA,NA,NA,0.08872168328970646,0.12616813418814035,NA,NA,NA,NA,NA,NA,0.11488279795724922,0.32837732035731415,NA,NA,NA,NA,NA,NA
01,095,0.08094519859225742,0.11704312114989733,NA,NA,NA,0.10526315789473684,0.0802124833997344,NA,0.07402458975439909,0.08849126905818508,NA,NA,NA,0.043549665180653015,0.07153610832990347,NA,0.08786580743011575,0.14559497324160958,NA,NA,NA,0.16697665060882066,0.08888885846956533,NA
01,097,0.08426242366519132,0.17263046497784246,0.14084507042253522,0.08798882681564246,NA,0.12222222222222222,0.0792332268370607,NA,0.08018719842344132,0.1666062145006042,0.10038715798545428,0.06723905126840546,NA,0.0945956775296505,0.06585103067952593,NA,0.08833764890694132,0.17865471545508071,0.18130298285961616,0.10873860236287947,NA,0.14984876691479393,0.09261542299459548,NA
01,099,0.10091743119266056,0.14307004470938897,NA,NA,NA,NA,NA,NA,0.07954388004226914,0.11657639255643384,NA,NA,NA,NA,NA,NA,0.12229098234305197,0.1695636968623441,NA,NA,NA,NA,NA,NA
01,101,0.07077072224915172,0.16572419512930708,NA,0.1226252158894646,NA,0.10904255319148937,0.0819359756097561,NA,0.06294580567659958,0.15939595471299658,NA,0.09590750437264403,NA,0.07753688927930175,0.07144180899272573,NA,0.07859563882170387,0.17205243554561758,NA,0.14934292740628516,NA,0.140548217103677,0.09243014222678647,NA
01,103,0.07684824902723736,0.14801699716713881,NA,0.09523809523809523,NA,0.12096774193548387,0.08303249097472924,NA,0.070201069229658,0.12949405447769485,NA,0.039090142536392994,NA,0.08038256681125423,0.07154375627902886,NA,0.08349542882481671,0.16653993985658277,NA,0.15138604793979749,NA,0.16155291705971353,0.09452122567042963,NA
01,105,0.09022556390977443,0.178714859437751,NA,NA,NA,NA,NA,NA,0.04153308127047915,0.14506612655564594,NA,NA,NA,NA,NA,NA,0.1389180465490697,0.21236359231985608,NA,NA,NA,NA,NA,NA
01,107,0.10276073619631902,0.1686143572621035,NA,NA,NA,NA,NA,NA,0.0794530043914207,0.138630244943978,NA,NA,NA,NA,NA,NA,0.12606846800121735,0.198598469580229,NA,NA,NA,NA,NA,NA
01,109,0.07301587301587302,0.1735159817351598,NA,NA,NA,NA,NA,NA,0.0586505436213015,0.15108563522830876,NA,NA,NA,NA,NA,NA,0.08738120241044453,0.19594632824201086,NA,NA,NA,NA,NA,NA
01,111,0.0887218045112782,0.18092105263157895,NA,NA,NA,NA,NA,NA,0.07344013076744739,0.1376470851650213,NA,NA,NA,NA,NA,NA,0.10400347825510901,0.2241950200981366,NA,NA,NA,NA,NA,NA
01,113,0.08829654310703873,0.14884329986905281,NA,NA,NA,0.10059171597633136,0.08639705882352941,NA,0.07694751575964826,0.1342681532331985,NA,NA,NA,0.055242240412941075,0.06278766453629298,NA,0.0996455704544292,0.16341844650490714,NA,NA,NA,0.14594119153972165,0.11000645311076584,NA
01,115,0.08193636674649332,0.17732558139534885,NA,NA,NA,NA,0.07801418439716312,NA,0.07490562073470917,0.14878508351801023,NA,NA,NA,NA,0.046711583557770275,NA,0.08896711275827747,0.20586607927268746,NA,NA,NA,NA,0.10931678523655597,NA
