"statecode","countycode","v014_race_white","v014_race_white_cilow","v014_race_white_cihigh","v014_race_black","v014_race_black_cilow","v014_race_black_cihigh","v014_race_asian","v014_race_asian_cilow","v014_race_asian_cihigh","v014_race_aian","v014_race_aian_cilow","v014_race_aian_cihigh","v014_race_nhopi","v014_race_nhopi_cilow","v014_race_nhopi_cihigh","v014_race_tom","v014_race_tom_cilow","v014_race_tom_cihigh","v014_race_hispanic","v014_race_hispanic_cilow","v014_race_hispanic_cihigh"
"46","029",12.627669452182,9.80587943409888,16.0085799732645,NA,NA,NA,NA,NA,NA,47.6190476190476,22.8351842672973,87.5731240096085,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","067",7.68049155145929,3.68309423666086,14.1246974209046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","013",1.86646305251548,1.49695794670181,2.29953468317753,14.9481521630604,14.0431222367962,15.8531820893246,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29200091680037,1.09910352879497,4.21507129085899,24.5647698426975,23.1913831680279,25.9381565173671
"13","001",28.731045490822,22.4802736193888,36.181996825482,37.9746835443038,25.621359520786,54.2112220187439,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.888888888889,66.6026207796171,255.421611694691,27.1132376395534,15.7944600791185,43.4109199615735
"41","007",11.4791117802032,8.78061094485934,14.7453993065179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5457413249211,15.1274091360645,58.0137414574693,13.6798905608755,8.35603254815591,21.1274814655777
"01","035",30.4093567251462,19.8644014217501,44.5567533135965,24.5298446443173,16.5501831736884,35.0178784912573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.481927710843,57.7757674232823,221.570554723106
"44","005",1.96196800482946,1.28162263926927,2.87473770624246,15.1975683890578,7.28782476615872,27.9488693647687,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7991543340381,8.09083538720994,24.8304663021518,26.1682242990654,18.8597543504534,35.3718372451655
"40","119",9.79599600551619,8.45825801583345,11.1337339951989,7.6103500761035,3.64945867285573,13.995704750394,NA,NA,NA,10.3828682673589,5.93470632942344,16.8611275779111,NA,NA,NA,18.4108527131783,13.0286151381764,25.2703337787111,13.8476755687438,9.20167984958335,20.0137467573038
"13","013",14.0038752862427,11.8271393678598,16.1806112046257,13.5646687697161,9.81681804793918,18.2715198140011,13.262599469496,6.35993195773532,24.3903926286708,NA,NA,NA,NA,NA,NA,38.5144429160935,25.5925676146596,55.6640934570402,21.3862406596238,17.0340213083749,26.511462972756
"34","017",3.46279831539541,2.71904147137768,4.34722618165169,17.9162609542356,15.8025338823344,20.0299880261369,1.5600624024961,0.908793839552839,2.49781103201859,NA,NA,NA,NA,NA,NA,4.58926112895824,2.20072909414063,8.43981461313345,15.0591046277666,14.1054909588952,16.012718296638
"19","139",13.6681500317864,10.9327557603576,16.8800540975758,27.10027100271,12.9956333228521,49.8383632575008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8001425008906,17.5588879751462,29.1152729636213
"42","039",15.6776903508253,13.7900675401789,17.5653131614717,19.3423597678917,9.27541333874746,35.5712882824328,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7414104882459,17.908004465836,49.2199761589631,18.2815356489945,8.76670693991304,33.620394957985
"40","095",42.1865715983363,32.9480624209739,53.2126197903153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0625,18.7319870942673,71.8373282891319,24.8328557784145,16.2216458601684,36.3858873764327
"40","117",29.6264491197939,23.0511457951245,37.4941674946523,NA,NA,NA,NA,NA,NA,21.4395099540582,11.7211795961724,35.9718547041892,NA,NA,NA,32.7868852459016,15.7225858889588,60.2962493180911,NA,NA,NA
"06","027",15.3846153846154,9.11789810290558,24.3143250149812,NA,NA,NA,NA,NA,NA,20.2839756592292,9.72695475888932,37.3029534320847,NA,NA,NA,NA,NA,NA,16.5229885057471,10.4741573541988,24.792595470426
"13","271",49.8614958448753,37.457490279358,65.0584361899452,56.1797752808989,40.9779135933015,75.1729594219211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5294117647059,35.2602110009738,135.223206191307
