"statecode","countycode","v014_numerator","v014_denominator","v014_rawvalue","v014_cihigh","v014_cilow"
"38","053",56,3330,16.8168168168168,21.8380354377132,12.7032426974866
"54","065",56,2925,19.1452991452991,24.8617634213966,14.4621532248308
"13","149",56,2473,22.6445612616256,29.4058463435443,17.105458221848
"26","113",56,2983,18.7730472678512,24.3783633951006,14.1809581571003
"05","077",56,1425,39.2982456140351,51.0320407070772,29.6854724088633
"16","043",56,3296,16.9902912621359,22.0633064343401,12.8342834291961
"48","283",56,1239,45.1977401129944,58.6930250262994,34.141887153051
"18","159",56,3045,18.3908045977011,23.8819894934598,13.8922161519311
"27","079",56,6403,8.74590035920662,11.3572790891121,6.60655914143842
"27","097",56,6915,8.09833694866233,10.5163641370333,6.11739670030806
"51","051",56,2480,22.5806451612903,29.3228459708004,17.0571766865444
"23","007",56,7804,7.17580727831881,9.31838262526716,5.42052770151592
"55","053",57,4031,14.1404118084842,18.3205436375497,10.7098098146675
"19","069",57,2040,27.9411764705882,36.2010350014524,21.1623741975121
"49","023",57,3425,16.6423357664234,21.5620763220329,12.6047425877153
"51","037",57,2276,25.0439367311072,32.4473248694916,18.9680331120056
"17","173",57,3930,14.5038167938931,18.7913769473188,10.985049201762
"26","009",57,4364,13.0614115490376,16.9225736487083,9.89258555520732
"55","085",57,5791,9.84285960973925,12.7525662930345,7.45488574735361
"05","147",57,1187,48.0202190395956,62.2157636082248,36.3700449561287
"21","129",57,1153,49.4362532523851,64.0504001760302,37.4425354405245
"51","125",57,2466,23.1143552311436,29.9473282250458,17.5065869273823
"28","037",57,1776,32.0945945945946,41.5822699341007,24.3081325241693
"27","065",57,3345,17.0403587443946,22.0777612564911,12.9062013043123
"38","093",57,4665,12.2186495176849,15.8306776855226,9.25428582270627
"37","121",58,2516,23.0524642289348,29.8006557013889,17.504702575616
"13","049",58,1953,29.6979006656426,38.3914233203761,22.5508610753967
"28","005",58,2437,23.7997537956504,30.766700756953,18.0721508741279
"42","103",58,10902,5.32012474775271,6.8774949316359,4.03979376997338
"17","185",58,2292,25.3054101221641,32.7131107088545,19.2154588482765
"21","159",58,1910,30.3664921465969,39.2557328506254,23.0585506179318
"37","011",58,3535,16.4073550212164,21.2103111017524,12.4587925545261
"17","039",58,3059,18.9604445897352,24.5107714104918,14.3974605035141
"55","078",58,1259,46.0683081810961,59.5539712030934,34.9815978397536
"40","077",58,2257,25.6978289765175,33.2204030769582,19.5134389367522
"19","007",58,2545,22.7897838899804,29.4610804497818,17.3052383812376
"19","015",59,4636,12.7264883520276,16.4162427443002,9.68799258599945
"21","087",59,2082,28.3381364073007,36.5541312980671,21.5723024153187
"16","073",59,3055,19.3126022913257,24.9118498731836,14.7016476689668
"26","043",59,4695,12.566560170394,16.2099470420822,9.56624784423716
"17","023",59,3057,19.299967288191,24.8955516397042,14.692029319167
"48","019",59,3565,16.5497896213184,21.3480228226019,12.598466656015
"37","189",59,24326,2.42538847323851,3.12857442089023,1.84631808060073
"29","186",59,3451,17.0964937699218,22.0532313423865,13.0146431842056
"20","005",59,5591,10.5526739402611,13.6121805334602,8.03318433709416
"39","067",59,2988,19.7456492637216,25.4704489165247,15.0313030885855
"17","083",59,4953,11.9119725418938,15.3655766934334,9.06794541261729
"51","620",59,1756,33.5990888382688,43.3403766301684,25.5771831598482
"39","121",59,2307,25.5743389683572,32.9890339673064,19.4683717506257
"42","105",59,3059,19.2873488067996,24.8792747180699,14.6824235464836
"51","023",59,6457,9.137370295803,11.7865419486721,6.95578962810801
"29","123",59,2545,23.1827111984283,29.9040083939394,17.6477538816084
"17","103",59,6203,9.5115266806384,12.2691764247261,7.2406148039164
"55","137",59,4377,13.4795522047064,17.3876402473328,10.2612596821324
"19","149",59,5736,10.2859135285914,13.268079038106,7.83011395200374
"39","115",60,2765,21.6998191681736,27.9319686823303,16.5592480831853
"05","099",60,1652,36.319612590799,46.7505408030529,27.7156906477042
"19","011",60,5582,10.7488355428162,13.8358820148053,8.20249390003713
"37","053",60,5972,10.0468854655057,12.9323331223448,7.66683204119345
"20","041",60,3988,15.0451354062187,19.3660715663599,11.4810233074241
"13","159",60,3246,18.4842883548983,23.7929431320528,14.1054593191643
"51","135",60,2819,21.2841433132316,27.3969114603204,16.2420436147596
"13","273",60,1826,32.8587075575027,42.2956699926853,25.0746555038375
"13","191",60,1939,30.9437854564208,39.8307856661389,23.6133682052642
"37","041",60,2756,21.7706821480406,28.0231833841231,16.6133240021797
"05","065",61,2331,26.1690261690262,33.6152088866736,20.017231471893
"13","209",61,2193,27.8157774737802,35.7305298289266,21.2768657368821
"55","069",61,4557,13.3859995611148,17.1948764351187,10.2392290017517
"25","011",61,11534,5.2887116351656,6.79357134687325,4.04544534081694
"06","027",61,3195,19.0923317683881,24.524898877883,14.6041209893529
"13","309",61,1183,51.56382079459,66.2358849660491,39.4422371605939
"20","085",61,2905,20.9982788296041,26.9731676126802,16.0620194702177
"17","125",61,2798,21.8012866333095,28.0046647301058,16.6762568123597
"13","211",61,4336,14.0682656826568,18.0712758106172,10.7611085242118
"27","059",62,8724,7.10683172856488,9.11063753733909,5.44876713504959
"08","071",62,2752,22.5290697674419,28.8812506815938,17.2729086068941
"17","101",62,2441,25.3994264645637,32.5609184251316,19.4735946276823
"51","193",62,2987,20.7566119852695,26.6090397977055,15.9139753887421
"55","045",62,7917,7.83124921055956,10.0393080555446,6.00417386461698
"29","079",62,2303,26.9214068606166,34.5120286043188,20.6404882701574
"48","059",62,2736,22.6608187134503,29.0501468844102,17.3739197683379
"27","015",62,5721,10.8372662122007,13.8928861869859,8.30886986299119
"47","181",62,2571,24.1151302994944,30.9145087031296,18.4889321221986
"56","023",62,4715,13.1495227995758,16.8570947774647,10.0816637298351
"38","071",62,2458,25.2237591537836,32.3357208607593,19.3389115078001
"45","009",62,3625,17.1034482758621,21.9258487933093,13.1131157203235
"05","049",62,2424,25.5775577557756,32.7892747012155,19.6101668672329
"48","069",62,2031,30.5268340718858,39.1340235724994,23.404748639179
"19","079",63,2955,21.3197969543147,27.27728165377,16.3827173588789
"23","009",63,9523,6.61556232279744,8.46417802025522,5.08357973280345
"54","009",63,4295,14.6682188591385,18.7670238153412,11.271462117692
"13","145",63,7431,8.47799757771498,10.8470417557382,6.51472611969954
"51","520",63,3003,20.979020979021,26.8412811478157,16.120855742753
"27","041",63,7393,8.52157446232923,10.9027955210186,6.54821179433075
"34","019",63,26488,2.3784355179704,3.04305222315352,1.82765515688188
"19","087",63,4173,15.09705248023,19.3156883026337,11.600989646654
"46","135",63,4769,13.2103166282239,16.9017335472616,10.1511700137319
"17","181",63,3404,18.5076380728555,23.679308838687,14.2217772607189
"30","053",63,3894,16.1787365177196,20.6996320716206,12.4321853609366
"29","149",63,2040,30.8823529411765,39.5119447484757,23.7308479389643
"28","097",64,1934,33.0920372285419,42.257792765711,25.4849010063265
"51","093",64,7859,8.14352971115918,10.39910563798,6.27151018529526
"53","037",64,12377,5.17088147370122,6.60310020270542,3.98220881847261
"17","067",64,3406,18.7903699354081,23.994882915116,14.4708744997755
"41","057",64,4540,14.0969162995595,18.0014474028381,10.8563432921223
"16","045",64,3869,16.5417420522099,21.1234353085771,12.7391570292674
"22","081",64,1618,39.5550061804697,50.5108598324382,30.4621746268451
"55","067",65,3590,18.1058495821727,23.0773915921648,13.9737124593967
"48","405",65,1394,46.6284074605452,59.4317330099509,35.9868204657348
"29","017",65,2083,31.2049927988478,39.7733249236061,24.0833546467759
"17","193",65,2612,24.885145482389,31.7181607258314,19.2058299116517
"33","007",65,4951,13.1286608765906,16.7335560120928,10.1324232941293
"29","011",65,2546,25.5302435192459,32.5403911295646,19.7037029572798
"29","121",65,3358,19.3567599761763,24.6717795758998,14.9391386924462
"13","291",65,3851,16.8787327966762,21.5133305156769,13.0266496310658
"26","051",65,4213,15.428435793971,19.6648079316097,11.9073410228422
"40","149",65,2311,28.1263522284725,35.8493447926748,21.7073248503826
"13","133",65,2976,21.8413978494624,27.8386545080214,16.8567297477266
"17","149",65,2937,22.1314266258086,28.2083199917847,17.0805678342643
